program_code,program_name,code,primaryname,strength,description
ESS_MEDS,VIA ESSENTIAL,03B05,Repaglinida; 1mg; Comprimidos,1mg,Repaglinida
ESS_MEDS,VIA ESSENTIAL,04F05,Etinilest+Levonorgestrel; 30mcg + 50 mcg/40mcg + 75mcg/3; Comprimidos,30mcg + 50 mcg/40mcg + 75mcg/30mcg+125mcg,Etinilest+Levonorgestrel
MMIA,MMIA,08S32,Estavudina/Lamivudina; 30mg +150mg 60Comp; Embalagem,30mg +150mgComp,Estavudina/Lamivudina
ESS_MEDS,VIA ESSENTIAL,01E01,Atenolol; 50mg; Comprimidos,50mg,Atenolol
ESS_MEDS,VIA ESSENTIAL,08H03Z,Ciprofloxacina; 250mg; Comprimidos,250mg,Ciprofloxacina
ESS_MEDS,VIA ESSENTIAL,04E09,Clomifeno citrato; 50mg; Comprimidos,50mg,Clomifeno citrato
ESS_MEDS,VIA ESSENTIAL,24A05,"Agulha Hipodermica ; 1,60x38mm; Embalagem","1,60x38mm",Agulha Hipodermica
ESS_MEDS,VIA ESSENTIAL,22A06,TDR de Determine; kit de 100; Tests,kit de 100,TDR de Determine
ESS_MEDS,VIA ESSENTIAL,07A05Z,Paracetamol ; 125mg; Supositório,125mg,Paracetamol
ESS_MEDS,VIA ESSENTIAL,08A04,Penicilina benzatinica; 2 400 000UI; Injectável Ampola,2 400 000UI,Penicilina benzatinica
ESS_MEDS,VIA ESSENTIAL,15B09,"Clobetasol propionato; 0,05%; Pomada","0,05%",Clobetasol propionato
ESS_MEDS,VIA ESSENTIAL,01B04,Verapamil; 40mg; Comprimidos,40mg,Verapamil
ESS_MEDS,VIA ESSENTIAL,09E05,Carboplatina; 450mg/45mL; Injectável,450mg/45mL,Carboplatina
ESS_MEDS,VIA ESSENTIAL,23E02Z,Pó Talco 30 KG Pó,30 KG,PÑ Talco
ESS_MEDS,VIA ESSENTIAL,01B01,Adenosina; 6mg/2mL; Injectável,6mg/2mL,Adenosina
ESS_MEDS,VIA ESSENTIAL,11A17Z,Dextrano 40+Glicose; 5% (50mg/mL)+50g; Injectável,5% (50mg/mL)+50g,Dextrano 40+Glicose
ESS_MEDS,VIA ESSENTIAL,07H01,Litio carbonato; 300mg; Comprimidos,300mg,Litio carbonato
ESS_MEDS,VIA ESSENTIAL,08N06,Praziquantel; 600mg; Comprimidos,600mg,Praziquantel
ESS_MEDS,VIA ESSENTIAL,24D04,"Cateter periferico c/ agulha, valvula de injeccao e abas 20G, Radiopaco unidade Embalagem",unidade,"Cateter periferico c/ agulha, valvula de injeccao e abas 20G, Radiopaco"
ESS_MEDS,VIA ESSENTIAL,08O07Y,Artesunato; 200mg; Supositório,200mg,Artesunato
ESS_MEDS,VIA ESSENTIAL,15A14,Ureia; 30%; Créme,30%,Ureia
ESS_MEDS,VIA ESSENTIAL,02A02,Hidroxido de Magnesio; 425mg/5mL; Suspensão,425mg/5mL,Hidroxido de Magnesio
ESS_MEDS,VIA ESSENTIAL,14A06,Indometacina; 100mg; Supositório,100mg,Indometacina
ESS_MEDS,VIA ESSENTIAL,07J07,Haloperidol; 5mg/mL; Injectável,5mg/mL,Haloperidol
ESS_MEDS,VIA ESSENTIAL,15C18,Ketoconazol; 2%; Créme,2%,Ketoconazol
ESS_MEDS,VIA ESSENTIAL,15B07,"Betametasona+Clotrimazol+Genta; 0,5mg+10mg + 1mg; Pomada","0,5mg+10mg + 1mg",Betametasona+Clotrimazol+Gentamicina
ESS_MEDS,VIA ESSENTIAL,02A01,Hidroxido de aluminio; 500mg; Comprimidos,500mg,Hidroxido de aluminio
ESS_MEDS,VIA ESSENTIAL,04F07,Medroxiprogesterona acet (Depo; 150mg/3mL; Injectável,150mg/3mL,Medroxiprogesterona acet (Depo-Provera)
ESS_MEDS,VIA ESSENTIAL,03D02Z,Iodo+Iodeto de potassio; 5% + 10%; Solução,5% + 10%,Iodo+Iodeto de potassio
ESS_MEDS,VIA ESSENTIAL,04J01,Alprostadil; 10mcg; Injectável,10mcg,Alprostadil
MMIA,MMIA,08S21,Efavirenz (EFV); 600mg 30Comp; Embalagem,600mg Comp,Efavirenz (EFV)
ESS_MEDS,VIA ESSENTIAL,03D03,Levotiroxina Sodica; 50 µg ou mcg; Comprimidos,50 μg ou mcg,Levotiroxina Sodica
ESS_MEDS,VIA ESSENTIAL,08A16,"Piperacilina+Tazobactam; 4g + 0,5g; Injectável","4g + 0,5g",Piperacilina+Tazobactam
ESS_MEDS,VIA ESSENTIAL,12D0XZ,Vitamina A e Vitamina E; 200000UI Retinol; Cápsulas,200000UI Retinol,Vitamina A e Vitamina E
ESS_MEDS,VIA ESSENTIAL,15G02,Mentol+Etanol; 2%; Solução,2%,Mentol+Etanol
ESS_MEDS,VIA ESSENTIAL,06E04,Tirofiban 50mcg/mL Inj,50mcg/mL,Tirofiban
ESS_MEDS,VIA ESSENTIAL,08H05,Ofloxacina; 200mg; Comprimidos,200mg,Ofloxacina
ESS_MEDS,VIA ESSENTIAL,15C13Z,Eosina ; 2%; Solução Aquosa,2%,Eosina
ESS_MEDS,VIA ESSENTIAL,08P01,"Melarsoprol; 3,6% 36mg/mL; Injectável","3,6% 36mg/mL",Melarsoprol
ESS_MEDS,VIA ESSENTIAL,08B01,"Cefuroxima,axetil; 250mg; Comprimidos",250mg,"Cefuroxima,axetil"
ESS_MEDS,VIA ESSENTIAL,08S10Y,Estavudina(D4T); 20mg; Cápsulas,20mg,Estavudina(D4T)
ESS_MEDS,VIA ESSENTIAL,12B01,Aminoacidos; 10%; Injectável,10%,Aminoacidos
ESS_MEDS,VIA ESSENTIAL,02B0ZZ,"Butilescopolamina; 0,2%; Supositório","0,2%",Butilescopolamina
ESS_MEDS,VIA ESSENTIAL,09A09,Melfalan; 5mg; Comprimidos,5mg,Melfalan
ESS_MEDS,VIA ESSENTIAL,09H01,Acido folinico (folinato de cá; 15mg; Comprimidos,15mg,Acido folinico (folinato de càlcio)
ESS_MEDS,VIA ESSENTIAL,21A01,Acetilcisteina; 200mg/mL; Injectável,200mg/mL,Acetilcisteina
ESS_MEDS,VIA ESSENTIAL,04B04Z,Misoprostol blister 200mcg ou μg Comp,200mcg ou μg,Misoprostol blister
ESS_MEDS,VIA ESSENTIAL,04C02,"Cabergolina; 0,5mg; Cápsulas","0,5mg",Cabergolina
ESS_MEDS,VIA ESSENTIAL,07J15,Risperidona; 2mg; Comprimidos,2mg,Risperidona
ESS_MEDS,VIA ESSENTIAL,15B10Z,"Dexametasona+Clotrimazol+ Beta; 1%+0,4%; Créme","1%+0,4%",Dexametasona+Clotrimazol+ Betametasona
ESS_MEDS,VIA ESSENTIAL,12D09Z,Axeroftol+Alfa tocoferol; 200 000UI+40UI; Cápsulas,200 000UI+40UI,Axeroftol+Alfa tocoferol
ESS_MEDS,VIA ESSENTIAL,08O03,Artemeter; 80mg/mL; Injectável,80mg/mL,Artemeter
ESS_MEDS,VIA ESSENTIAL,09H04Z,Ondansetron; 2mg/4ml; Injectável,2mg/4ml,Ondansetron
ESS_MEDS,VIA ESSENTIAL,12B03,Glicose; 500ml 10%; Injectável,500ml 10%,Glicose
ESS_MEDS,VIA ESSENTIAL,12C0ZZ,Gluconato de calcio; 600mg; Comprimidos,600mg,Gluconato de calcio
ESS_MEDS,VIA ESSENTIAL,08S01Z,"Abacavir sulfato (ABC); 60mg, 60comp Baby; Embalagem","60mg, 60comp Baby",Abacavir sulfato (ABC)
ESS_MEDS,VIA ESSENTIAL,16D03,"Benzidamina HCl; 0,15%; Solução","0,15%",Benzidamina HCl
ESS_MEDS,VIA ESSENTIAL,07I04,Clordiazepoxido; 10mg; Comprimidos,10mg,Clordiazepoxido
ESS_MEDS,VIA ESSENTIAL,15F03,Colodio queratolitico; 1g + 1g + 1g + 10g; Líquido,1g + 1g + 1g + 10g,Colodio queratolitico
ESS_MEDS,VIA ESSENTIAL,24A03,"Agulha Hipodermica ; 0,90x38mm; Embalagem","0,90x38mm",Agulha Hipodermica
ESS_MEDS,VIA ESSENTIAL,06A03,Ferro dextrano; 100mg/2mL; Injectável,100mg/2mL,Ferro dextrano
ESS_MEDS,VIA ESSENTIAL,16C05,"Fenilefrina HCL; 0,5%; Gotas nasais","0,5%",Fenilefrina HCL
ESS_MEDS,VIA ESSENTIAL,08Q06,Ketoconazol; 200mg; Comprimidos,200mg,Ketoconazol
ESS_MEDS,VIA ESSENTIAL,09D01,Etoposido; 100mg; Cápsulas,100mg,Etoposido
ESS_MEDS,VIA ESSENTIAL,17C0ZZ,"Idoxiuridina; 0,5%; Pomada oftálmica","0,5%",Idoxiuridina
ESS_MEDS,VIA ESSENTIAL,17F04,Cromoglicato de Sodio; 4%; Pomada oftálmica,4%,Cromoglicato de Sodio
ESS_MEDS,VIA ESSENTIAL,03B02,Glibenclamida; 5mg; Comprimidos,5mg,Glibenclamida
ESS_MEDS,VIA ESSENTIAL,12A12,"Dietapolimerica  ped normo pro; 0,2%; Solução","0,2%",Dietapolimerica  ped normo proteica/normocalorica
ESS_MEDS,VIA ESSENTIAL,08L10,Cicloserina; 250mg; Cápsulas,250mg,Cicloserina
ESS_MEDS,VIA ESSENTIAL,03B01,Acarbose; 50mg; Comprimidos,50mg,Acarbose
ESS_MEDS,VIA ESSENTIAL,23C06,Penso Ocular Adesivo; 50x62mm; Compressa,50x62mm,Penso Ocular Adesivo
ESS_MEDS,VIA ESSENTIAL,08P02,Suramina; 1g/5mL; Injectável,1g/5mL,Suramina
ESS_MEDS,VIA ESSENTIAL,08S17Y,Zidovudina (AZT); 50mg/5mL 100ml; Suspensão,50mg/5mL 100ml,Zidovudina (AZT)
ESS_MEDS,VIA ESSENTIAL,17F02,"Corante azul diluida de azul t; 0,2%; Solução","0,2%",Corante azul diluida de azul typan esterilizada
ESS_MEDS,VIA ESSENTIAL,04E03Z,"Ciproterona, acetato; 50mg; Comprimidos",50mg,"Ciproterona, acetato"
ESS_MEDS,VIA ESSENTIAL,06F0ZY,Acido aminocaproico; 5g/20mL; Injectável,5g/20mL,Acido aminocaproico
ESS_MEDS,VIA ESSENTIAL,24A23Z,"Agulha Hipodermica 20G; 0,90x38mm; Embalagem","0,90x38mm",Agulha Hipodermica 20G
ESS_MEDS,VIA ESSENTIAL,09C07,"Metotrexato; 2,5mg; Comprimidos","2,5mg",Metotrexato
ESS_MEDS,VIA ESSENTIAL,08J01,Vancomicina; 125mg; Cápsulas,125mg,Vancomicina
ESS_MEDS,VIA ESSENTIAL,07A03,Paracetamol; 500mg; Comprimidos,500mg,Paracetamol
ESS_MEDS,VIA ESSENTIAL,08R04,"Ganciclovir, sal sódico; 500mg; Cápsulas",500mg,"Ganciclovir, sal sÑdico"
ESS_MEDS,VIA ESSENTIAL,08G03Z,Tetraciclina ; 250mg; Cápsulas,250mg,Tetraciclina
ESS_MEDS,VIA ESSENTIAL,04A08,Nistatina; 100 000UI; Comprimidos vaginais,100 000UI,Nistatina
ESS_MEDS,VIA ESSENTIAL,07I07,Diazepam; 10mg/2mL; Injectável,10mg/2mL,Diazepam
ESS_MEDS,VIA ESSENTIAL,07D04,Fenitoina; 100mg; Comprimidos,100mg,Fenitoina
ESS_MEDS,VIA ESSENTIAL,14B0ZZ,Probenicide; 500mg; Comprimidos,500mg,Probenicide
ESS_MEDS,VIA ESSENTIAL,02D03,"Glicerina infantil; 1,5g; Supositório","1,5g",Glicerina infantil
ESS_MEDS,VIA ESSENTIAL,15G01,"Calamina; 0,2% 200ml; Loção","0,2% 200ml",Calamina
ESS_MEDS,VIA ESSENTIAL,09E10,Paclitaxel; 30mg/5mL; Injectável,30mg/5mL,Paclitaxel
ESS_MEDS,VIA ESSENTIAL,08L06,Rifampicina+Isoniazida; 150mg+100mg; Comprimidos,150mg+100mg,Rifampicina+Isoniazida
ESS_MEDS,VIA ESSENTIAL,15K01Z,"Capsaicina ; 0,025%; Créme","0,025%",Capsaicina
MMIA,MMIA,08S20,Efavirenz (EFV); 200mg 90Caps; Embalagem,200mg Caps,Efavirenz (EFV)
ESS_MEDS,VIA ESSENTIAL,02B01,Butilescopolamina; 10mg; Comprimidos,10mg,Butilescopolamina
ESS_MEDS,VIA ESSENTIAL,15B17,"Metilprednisolona aceponato; 0,1%; Emulsão","0,1%",Metilprednisolona aceponato
ESS_MEDS,VIA ESSENTIAL,08O13,Sulfadoxina+Pirimetamina; 500mg + 25mg; Comprimidos,500mg + 25mg,Sulfadoxina+Pirimetamina
ESS_MEDS,VIA ESSENTIAL,04H01,Cloreto de trospio; 20mg; Comprimidos,20mg,Cloreto de trospio
ESS_MEDS,VIA ESSENTIAL,07I02,Bromazepam; 3mg; Comprimidos,3mg,Bromazepam
ESS_MEDS,VIA ESSENTIAL,08A15Z,Flucloxacilina Sodica; 250mg/5mL; Suspensão,250mg/5mL,Flucloxacilina Sodica
ESS_MEDS,VIA ESSENTIAL,08Q05Z,Terbinafina; 250mg; Comprimidos,250mg,Terbinafina
ESS_MEDS,VIA ESSENTIAL,21A10,"Naloxona HCL; 0,4mg/mL; Injectável","0,4mg/mL",Naloxona HCL
ESS_MEDS,VIA ESSENTIAL,06E02,Clopidogrel; 75mg; Comprimidos,75mg,Clopidogrel
ESS_MEDS,VIA ESSENTIAL,23A02Z,Adesivo Esparadrapo(Transpore); Transpore; Rolo 10cm X5m; Rolo,Transpore; Rolo 10cm X5m,Adesivo Esparadrapo(Transpore)
ESS_MEDS,VIA ESSENTIAL,01A04,Dobutamina; 250mg/5mL; Injectável,250mg/5mL,Dobutamina
ESS_MEDS,VIA ESSENTIAL,05A14,Teofilina de accao prolongada; 250mg; Comprimidos,250mg,Teofilina de accao prolongada
ESS_MEDS,VIA ESSENTIAL,08O11Z,Quinina; 300mg/2mL; Injectável,300mg/2mL,Quinina
ESS_MEDS,VIA ESSENTIAL,07J06,Haloperidol; 5mg; Comprimidos,5mg,Haloperidol
ESS_MEDS,VIA ESSENTIAL,04D08,Ciproterona+Estradiol; 2mg+2mg+1mg; Comprimidos,2mg+2mg+1mg,Ciproterona+Estradiol
ESS_MEDS,VIA ESSENTIAL,09D05,Vinorelbina; 10mg/mL; Injectável,10mg/mL,Vinorelbina
ESS_MEDS,VIA ESSENTIAL,08S11,Estavudina(D4T); 40mg; Cápsulas,40mg,Estavudina(D4T)
ESS_MEDS,VIA ESSENTIAL,23C01,Gaze Gordurosa ; 10cm X 10cm; Compressa,10cm X 10cm,Gaze Gordurosa
ESS_MEDS,VIA ESSENTIAL,14A0ZZ,Ibuprofeno+Paracetamol; 400mg+350mg; Comprimidos,400mg+350mg,Ibuprofeno+Paracetamol
ESS_MEDS,VIA ESSENTIAL,19A02,Imunoglubulina anti-rabica; 1000UI/5ml; Injectável,1000UI/5ml,Imunoglubulina anti-rabica
ESS_MEDS,VIA ESSENTIAL,08S31,Tenofovir/Emtricitabina; 300mg + 200mg 30 Comp; Embalagem,300mg + 200mg 30 Comp,Tenofovir/Emtricitabina
ESS_MEDS,VIA ESSENTIAL,07G06Z,Maprotilina; 50mg; Comprimidos,50mg,Maprotilina
ESS_MEDS,VIA ESSENTIAL,09H03,Ondansetron; 4mg; Cápsulas,4mg,Ondansetron
ESS_MEDS,VIA ESSENTIAL,08K02Z,Cloranfenicol oleosa; 1g/4mL; Injectável,1g/4mL,Cloranfenicol oleosa
ESS_MEDS,VIA ESSENTIAL,04F02,Etinilestradiol+Gestodeno; 20mcg + 75mcg; Comprimidos,20mcg + 75mcg,Etinilestradiol+Gestodeno
ESS_MEDS,VIA ESSENTIAL,02G02,Pancreatina; 5000+2900+3309UI; Cápsulas,5000+2900+3309UI,Pancreatina
ESS_MEDS,VIA ESSENTIAL,26B05,Caixa Para Kits AL/US Sem Dosagem Papel,Sem Dosagem,Caixa Para Kits AL/US
ESS_MEDS,VIA ESSENTIAL,07I05,Diazepam; 2mg; Comprimidos,2mg,Diazepam
ESS_MEDS,VIA ESSENTIAL,04F06Y,Levonorgestrel (Microlut) 30mcg Ciclo,30mcg,Levonorgestrel (Microlut)
MMIA,MMIA,08S17,Zidovudina (AZT); 50mg/5mL 240mL; Solução,50mg/5mL 240mL,Zidovudina (AZT)
ESS_MEDS,VIA ESSENTIAL,08H06,Norfloxacina; 400mg; Cápsulas,400mg,Norfloxacina
ESS_MEDS,VIA ESSENTIAL,11A09,"Cloreto de Sódio; 1000 mL (0,9%); Injectável","1000 mL (0,9%)",Cloreto de SÑdio
ESS_MEDS,VIA ESSENTIAL,12A0ZZ,Leite terapeutico F-100; SEM DOSAGEM; Pó,Sem Dosagem,Leite terapeutico F-100
ESS_MEDS,VIA ESSENTIAL,15E05,"Tretinoina; 0,05%100mL; Loção","0,05%100mL",Tretinoina
ESS_MEDS,VIA ESSENTIAL,17A06,"Timolol; 0,25%; Colírio","0,25%",Timolol
ESS_MEDS,VIA ESSENTIAL,07E02,Meclizina; 25mg; Comprimidos,25mg,Meclizina
ESS_MEDS,VIA ESSENTIAL,15B20,"Mometasona furoato; 0,1%; Loção","0,1%",Mometasona furoato
ESS_MEDS,VIA ESSENTIAL,09E12,Trastuzumab; 150mg; Injectável,150mg,Trastuzumab
ESS_MEDS,VIA ESSENTIAL,12A10,"Dietapolimérica normo proteica; 0,2%; Solução","0,2%",Dietapolim_rica normo proteica/normo calÑrica
ESS_MEDS,VIA ESSENTIAL,19A05,Soro Anti-Ofidico polivalente; 10ml; Injectável,10ml,Soro Anti-Ofidico polivalente
MMIA,MMIA,08S39B,Lopinavir/Ritonavir 100mg+25mg 60Comp Embalagem,100mg + 25mg Comp,Lopinavir/Ritonavir
ESS_MEDS,VIA ESSENTIAL,08S14,Lamivudina(3TC); 50mg/5mL 240mL; Solução Oral,50mg/5mL 240mL,Lamivudina(3TC)
ESS_MEDS,VIA ESSENTIAL,01C05,"Reserpina; 0,25mg; Comprimidos","0,25mg",Reserpina
ESS_MEDS,VIA ESSENTIAL,21A04,Carvao activado; 300g; Pó,300g,Carvao activado
ESS_MEDS,VIA ESSENTIAL,14B02,"Colchicina; 0,5mg; Comprimidos","0,5mg",Colchicina
ESS_MEDS,VIA ESSENTIAL,11A23,"Sais de Rehidratação Oral; 2,6g+1,5g+2,9g+13,5g; Pó","2,6g+1,5g+2,9g+13,5g",Sais de RehidrataÜo Oral
ESS_MEDS,VIA ESSENTIAL,04F0XZ,"Norgestrel (Ovrette); 0,075mg; Ciclo","0,075mg",Norgestrel (Ovrette)
ESS_MEDS,VIA ESSENTIAL,24D01,"Cateter periferico c/ agulha, valvula de injeccao e abas 14G, Radiopaco unidade Embalagem",unidade,"Cateter periferico c/ agulha, valvula de injeccao e abas 14G, Radiopaco"
ESS_MEDS,VIA ESSENTIAL,12B08Z,"Lipidos,Aminoacidos e Glicose 3500 Kcal",3500 Kcal,"Lipidos,Aminoacidos e Glicose"
ESS_MEDS,VIA ESSENTIAL,FC001,Produto FC001  50ML (10MG/ML) Xpe,50ML (10MG/ML),Produto FC001
ESS_MEDS,VIA ESSENTIAL,11A15,Glicose (Dextrose); 1000mL 5%; Injectável,1000mL 5%,Glicose (Dextrose)
ESS_MEDS,VIA ESSENTIAL,15B0ZY,Betametasona+Neomicina; 1g+5g; Créme,1g+5g,Betametasona+Neomicina
ESS_MEDS,VIA ESSENTIAL,18F02,Efedrina HCL; Inj (50 mg/mL),50 mg/mL,Efedrina HCL
ESS_MEDS,VIA ESSENTIAL,12D08Z,"Complexo B; 0,2%; Xarope","0,2%",Complexo B
ESS_MEDS,VIA ESSENTIAL,08L01,Estreptomicina; 1g/5mL; Injectável,1g/5mL,Estreptomicina
ESS_MEDS,VIA ESSENTIAL,14A07,Ketorolac; 30mg/mL; Injectável,30mg/mL,Ketorolac
ESS_MEDS,VIA ESSENTIAL,01B03,Amiodarona HCL; 150mg/3mL; Injectável,150mg/3mL,Amiodarona HCL
ESS_MEDS,VIA ESSENTIAL,18C11Y,Lidocaina+Adrenalina carpule; 2%; Injectável,2%,Lidocaina+Adrenalina carpule
ESS_MEDS,VIA ESSENTIAL,07D13,Valproato de Sodio; 200mg; Comprimidos,200mg,Valproato de Sodio
ESS_MEDS,VIA ESSENTIAL,08S01ZY,Abacavir (ABC)+Lamivudina (3TC; 600mg+300mg  30Comp; Embalagem,600mg+300mg  30Comp,Abacavir (ABC)+Lamivudina (3TC)
ESS_MEDS,VIA ESSENTIAL,04C01,"Bromocriptina; 2,5mg; Comprimidos","2,5mg",Bromocriptina
ESS_MEDS,VIA ESSENTIAL,08D0X,Kanamicina; 2 g/8mL-ampola; Injectável,2 g/8mL-ampola,Kanamicina
ESS_MEDS,VIA ESSENTIAL,08A06Y,Penicilina Sodica cristalina; 10 000 000UI; Injectável,10 000 000UI,Penicilina Sodica cristalina
ESS_MEDS,VIA ESSENTIAL,06C01,Filgrastim; 300 mcg/mL; Injectável,300 mcg/mL,Filgrastim
ESS_MEDS,VIA ESSENTIAL,05A07,Ketotifeno; 1mg; Comprimidos,1mg,Ketotifeno
ESS_MEDS,VIA ESSENTIAL,18C06Z,Lidocaina carpule; 40mg/2mL-ampola; Injectável,40mg/2mL-ampola,Lidocaina carpule
ESS_MEDS,VIA ESSENTIAL,03A01Z,Dexametasona; 5mg/mL; Injectável,5mg/mL,Dexametasona
ESS_MEDS,VIA ESSENTIAL,08B04,Cefixima; 200mg; Comprimidos,200mg,Cefixima
ESS_MEDS,VIA ESSENTIAL,08S03,Didanosina (DDI); 50mg 30comp; Embalagem,50mg 30comp,Didanosina (DDI)
ESS_MEDS,VIA ESSENTIAL,08R0ZZ,Aciclovir; 20mg/5mL; Xarope,20mg/5mL,Aciclovir
ESS_MEDS,VIA ESSENTIAL,14E03,Cloroquina difosfato; 250mg 150mg base; Comprimidos,250mg 150mg base,Cloroquina difosfato
ESS_MEDS,VIA ESSENTIAL,15I01,Hidroxicloreto de aluminio; 20%; Solução,20%,Hidroxicloreto de aluminio
ESS_MEDS,VIA ESSENTIAL,04B06,"Terbutalina; 2,5mg; Comprimidos","2,5mg",Terbutalina
ESS_MEDS,VIA ESSENTIAL,01B02,Amiodarona HCL; 200mg; Comprimidos,200mg,Amiodarona HCL
ESS_MEDS,VIA ESSENTIAL,15C10,Crotamitona; 10%; Créme,10%,Crotamitona
ESS_MEDS,VIA ESSENTIAL,08D06,"Neomicina, sulfato; 500mg; Comprimidos",500mg,"Neomicina, sulfato"
ESS_MEDS,VIA ESSENTIAL,17C01,Aciclovir; 3%; Pomada oftálmica,3%,Aciclovir
ESS_MEDS,VIA ESSENTIAL,02B03,Mebeverina HCL; 135mg; Comprimidos,135mg,Mebeverina HCL
ESS_MEDS,VIA ESSENTIAL,17B02,Ciclopentolato; 1%; Colírio,1%,Ciclopentolato
ESS_MEDS,VIA ESSENTIAL,09E08,Hidroxicarbamida (Hidroxiureia; 500mg; Cápsulas,500mg,Hidroxicarbamida (Hidroxiureia)
ESS_MEDS,VIA ESSENTIAL,07D08,Fenobarbital; 200mg/2mL; Injectável,200mg/2mL,Fenobarbital
ESS_MEDS,VIA ESSENTIAL,04G01,Doxazosina; 2mg; Comprimidos,2mg,Doxazosina
ESS_MEDS,VIA ESSENTIAL,08F05,Claritromicina; 125mg/5mL; Suspensão,125mg/5mL,Claritromicina
ESS_MEDS,VIA ESSENTIAL,04F08,Levonorgestrel+Etinilestradiol; 250mcg + 50mcg; Comprimidos,250mcg + 50mcg,Levonorgestrel+Etinilestradiol
ESS_MEDS,VIA ESSENTIAL,19B06,Vacina Anti - Rabica (Antitoxi; SEM DOSAGEM; Injectável,Sem Dosagem,Vacina Anti - Rabica (Antitoxin)
ESS_MEDS,VIA ESSENTIAL,08O15Z,Artesunato+Amodiaquina; 100mg+153mg; Comprimidos,100mg+153mg,Artesunato+Amodiaquina
ESS_MEDS,VIA ESSENTIAL,04F06W,Levonorgestrel  0.75mg Comp,0.75mg,Levonorgestrel
ESS_MEDS,VIA ESSENTIAL,08A01,Fenoximetilpenicilina; 500mg; Comprimidos,500mg,Fenoximetilpenicilina
ESS_MEDS,VIA ESSENTIAL,01K0ZZ,Polidocanol 60mg/2mL Inj,60mg/2mL,Polidocanol
ESS_MEDS,VIA ESSENTIAL,08S06,Didanosina (DDI); 200mg; Comprimidos,200mg,Didanosina (DDI)
ESS_MEDS,VIA ESSENTIAL,18D04,Suxametonio; 50 mg/mL; Injectável,50 mg/mL,Suxametonio
ESS_MEDS,VIA ESSENTIAL,02H01,Dimeticone; 50 mg/mL; Gotas Orais,50 mg/mL,Dimeticone
ESS_MEDS,VIA ESSENTIAL,25A10,Nota de Entrega Sem Dosagem Papel,Sem Dosagem,Nota de Entrega
ESS_MEDS,VIA ESSENTIAL,08L07,Rifampicina+Isoniazida; 150mg+75mg; Comprimidos,150mg+75mg,Rifampicina+Isoniazida
ESS_MEDS,VIA ESSENTIAL,08N07,Tiabendazol; 5%; Pomada,5%,Tiabendazol
ESS_MEDS,VIA ESSENTIAL,08Q04,Fluconazol; 2mg/mL; Injectável,2mg/mL,Fluconazol
ESS_MEDS,VIA ESSENTIAL,05A09Z,Salbutamol; 4mg; Comprimidos,4mg,Salbutamol
ESS_MEDS,VIA ESSENTIAL,08O0XZ,Artesunato; 60mg/mL; Injectável,60mg/mL,Artesunato
ESS_MEDS,VIA ESSENTIAL,09D04Z,Vincristina; 1mg/ml Ampola; Injectável,1mg/ml Ampola,Vincristina
ESS_MEDS,VIA ESSENTIAL,17A02,Acetazolamida; 500mg; Injectável,500mg,Acetazolamida
ESS_MEDS,VIA ESSENTIAL,18C11,"Lidocaina+Adrenalina  carpule; 0,2%; Injectável","0,2%",Lidocaina+Adrenalina  carpule
ESS_MEDS,VIA ESSENTIAL,07B10Z,Tramadol; 150mg; Comprimidos,150mg,Tramadol
ESS_MEDS,VIA ESSENTIAL,15D07,"Calciprotiol; 0,005%; Pomada","0,005%",Calciprotiol
ESS_MEDS,VIA ESSENTIAL,08E01Z,Clindamicina; 100 mg/mL; Solução,100 mg/mL,Clindamicina
ESS_MEDS,VIA ESSENTIAL,15A11,Ureia; 5%; Créme,5%,Ureia
ESS_MEDS,VIA ESSENTIAL,08S16,Zidovudina (AZT); 200mg/20mL; Injectável,200mg/20mL,Zidovudina (AZT)
ESS_MEDS,VIA ESSENTIAL,05A01Z,Aminofilina; 125mg; Comprimidos,125mg,Aminofilina
ESS_MEDS,VIA ESSENTIAL,06D03,Varfarina; 5mg; Comprimidos,5mg,Varfarina
ESS_MEDS,VIA ESSENTIAL,19B11,"Vacina Triplice (D.P.T.); 0,2%; Injectável","0,2%",Vacina Triplice (D.P.T.)
ESS_MEDS,VIA ESSENTIAL,02I01,"Anti hemorroidario; 0,2%; Créme","0,2%",Anti hemorroidario
ESS_MEDS,VIA ESSENTIAL,01G01,Dinitrato de isossorbido; 40mg; Comprimidos,40mg,Dinitrato de isossorbido
ESS_MEDS,VIA ESSENTIAL,17A04,Pilocarpina; 2%; Colírio,2%,Pilocarpina
ESS_MEDS,VIA ESSENTIAL,08D05,Kanamicina sulfato; 1g/3mL-ampola; Injectável,1g/3mL-ampola,Kanamicina sulfato
ESS_MEDS,VIA ESSENTIAL,07I01,"Alprazolam; 0,5mg; Comprimidos","0,5mg",Alprazolam
ESS_MEDS,VIA ESSENTIAL,15A13,Ureia; 20%; Créme,20%,Ureia
ESS_MEDS,VIA ESSENTIAL,23A04,"Adesivo Elastico; 10cmx2,5m; Rolo","10cmx2,5m",Adesivo Elastico
ESS_MEDS,VIA ESSENTIAL,19B03,"Vacina anti-meningococica 50 d; 50mcg/0,5mL; Injectável","50mcg/0,5mL",Vacina anti-meningococica 50 dose
ESS_MEDS,VIA ESSENTIAL,08O12,"Quinina, dicloridrato; 600mg/2mL; Injectável",600mg/2mL,"Quinina, dicloridrato"
ESS_MEDS,VIA ESSENTIAL,04K04,Finasterida; 5mg; Comprimidos,5mg,Finasterida
